path,line,text
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,775,fetch_tmdb.py must validate required environment variables before running
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,776,fetch_tmdb.py must support both `API_TMDB_KEY` and `API_TMDB_TOKEN`
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,777,fetch_tmdb.py must read base streaming URLs from `web/config.json`
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,778,fetch_tmdb.py must NOT hard-code streaming domains
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,779,fetch_tmdb.py must normalize all streaming URLs using config-defined bases
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,780,fetch_tmdb.py must generate streaming links for:
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,785,fetch_tmdb.py must generate BOTH primary (VidSrc) and backup (Videasy) links
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,786,fetch_tmdb.py must regenerate streaming links when config base URLs change
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,787,fetch_tmdb.py must not require re-editing front-end files when URLs change
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,788,fetch_tmdb.py must read:
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,792,fetch_tmdb.py must not exit hard if Live TV list is missing
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,793,fetch_tmdb.py must log warnings for optional missing inputs
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,794,fetch_tmdb.py must preserve all previously supported fields unless explicitly removed
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,795,"fetch_tmdb.py must populate runtime fields for shows, seasons, episodes, movies"
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,796,fetch_tmdb.py must populate network/service metadata from TMDB
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,797,fetch_tmdb.py must populate poster and backdrop paths from TMDB
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,798,fetch_tmdb.py must support local image caching
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,799,"fetch_trakt.py must fetch watch-state data (watched, unwatched, progress)"
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,800,fetch_trakt.py must authenticate using Trakt credentials previously used
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,801,fetch_trakt.py must not overwrite TMDB-derived data
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,802,fetch_trakt.py must merge Trakt watch state into existing data model
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,803,fetch_trakt.py must support syncing watch state both directions (pull/push intent)
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,804,fetch_trakt.py must generate a persistent Trakt state artifact
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,805,fetch_trakt.py must not break UI rendering if Trakt data is unavailable
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,806,fetch_trakt.py must log failures without destroying core data
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,807,image caching scripts must download images ONLY if missing
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,808,image caching scripts must NOT re-download existing images
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,809,image caching must store images in structured local folders:
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,816,"image caching must support posters, backdrops, season posters, episode stills"
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,817,image caching must be driven by TMDB paths already present in data
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,818,image caching must create corresponding `local__path` fields in `data.json`
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,819,image caching must not guess paths at render time
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,820,image caching must not block data generation if an image fails to download
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,821,image caching must log missing or failed downloads
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,822,workflow must ensure `data.json` schema matches what the UI expects
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,823,workflow must prevent committing malformed JSON
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,824,workflow must prevent committing empty arrays where data previously existed
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,825,workflow must preserve backward compatibility with existing UI fields
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,826,workflow must ensure deterministic output across runs
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,827,streaming link normalization rules must ensure:
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,831,"streaming links must always come from `data.json`, never from index.html logic"
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,832,error reporting must:
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,835,never silently succeed on partial failure
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,836,scripts must surface actionable error messages
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,837,scripts must preserve all existing features and data fields
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,838,scripts must never drop fields without explicit instruction
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,839,scripts must not rename fields without instruction
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,840,scripts must not invent new schema elements without approval
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,841,scripts must align with static-site constraints (no runtime server dependency)
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,842,scripts must assume front-end is read-only at runtime
docs/_archive/20260321_191334/chat_exports/actual text of the ChatGPT responsesQ1-Q5.txt,843,scripts and workflows must work together as a single pipeline:
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,18,Section 7 — Assets
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,21,Section 10 — Versioning
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,24,Section 13 — Invariants
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,50,This section must be:
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,64,• aligned with the versioning/metadata rules
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,71,1. This section must stand alone as a complete document.
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,72,2. It must NOT reference other sections implicitly; restate anything needed.
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,73,3. It must NOT simplify or summarize.
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,74,"4. It must NOT omit any requirement, rule, constraint, or behavior."
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,75,5. It must NOT invent architecture or features.
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,76,6. It must include ALL future‑phase features relevant to this section.
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,77,"7. It must be structured, deterministic, and unambiguous."
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,78,8. It must be formatted in clean Markdown.
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,79,9. It must be suitable for saving as:
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,81,"10. It must be long enough to be authoritative, but not padded with filler."
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,128,Watchlist / Watched Filters (future phase)
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,159,Section 7 — Assets
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,162,SECTION_NAME = Assets & Media
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,166,"SECTION_NAME = Scripts (TMDB, Trakt, Image Caching)"
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,171,Section 10 — Versioning
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,174,SECTION_NAME = Versioning & Metadata
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,183,Section 13 — Invariants
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,186,SECTION_NAME = Invariants (Must Never Change)
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,206,"Run your versioning script to create V0.01, V0.02, etc."
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,215,the versioning script
docs/_archive/20260321_191334/spec_working_noise/..NOTES for the FULL authoritative spec+plan.md,240,watchlist.txt formerly show_pages.txt
docs/_patch_notes/20260223_202038_qa_data_json_audit.md,23,## Rule Validation (After)
docs/ai/README.md,37,## Validation Rule
docs/ai/codex_operating_rules.md,13,- large files must be written in smaller sections
docs/ai/codex_operating_rules.md,15,Never attempt one large patch or write for:
docs/ai/codex_operating_rules.md,21,## 2. Required Write Strategy
docs/ai/codex_operating_rules.md,36,- mandatory validation
docs/ai/codex_operating_rules.md,41,1. Use existing repo files as source of truth.
docs/ai/codex_operating_rules.md,42,2. Never rebuild frameworks from scratch.
docs/ai/codex_operating_rules.md,49,4. Analysis and mockup tasks must not refactor production pages.
docs/ai/codex_operating_rules.md,60,## 5. Validation Rules
docs/ai/codex_operating_rules.md,62,Every required output must be confirmed as:
docs/ai/codex_operating_rules.md,67,If any required file is missing:
docs/ai/codex_operating_rules.md,78,5. Validate all required outputs.
docs/ai/codex_prompt_blocks/ui_audit_continuation_guardrail.md,13,- validation must confirm files are non-empty and readable
docs/ai/codex_prompt_blocks/ui_audit_continuation_guardrail.md,17,1. Treat existing completed artifacts as source of truth unless empty or corrupted.
docs/ai/codex_prompt_blocks/ui_audit_continuation_guardrail.md,20,4. Complete only the missing required artifacts.
docs/ai/codex_prompt_blocks/ui_audit_continuation_guardrail.md,22,6. Validate all required outputs at the end.
docs/ai/codex_prompt_blocks/ui_audit_continuation_guardrail.md,23,7. Return final handoff only after validation succeeds.
docs/ai/codex_prompt_blocks/ui_audit_continuation_guardrail.md,25,## Required Output Discipline
docs/ai/codex_prompt_blocks/ui_audit_continuation_guardrail.md,38,4. run final validation
docs/ai/codex_prompt_blocks/ui_refactor_phase_guardrail.md,13,- validation must confirm files are non-empty and readable
docs/ai/codex_prompt_blocks/ui_refactor_phase_guardrail.md,18,2. Use approved baseline artifacts and mockups as implementation source of truth.
docs/ai/codex_prompt_blocks/ui_refactor_phase_guardrail.md,33,6. final validation
docs/ai/codex_prompt_blocks/windows_large_write_guardrail.md,9,You must assume:
docs/ai/codex_prompt_blocks/windows_large_write_guardrail.md,12,- files larger than approximately 3 KB must be written in small batches
docs/ai/codex_prompt_blocks/windows_large_write_guardrail.md,13,- files larger than approximately 20 KB require staged writes and validation
docs/ai/codex_prompt_blocks/windows_large_write_guardrail.md,15,## Required Write Method
docs/ai/codex_prompt_blocks/windows_large_write_guardrail.md,22,5. log files created and validation results
docs/ai/codex_prompt_blocks/windows_large_write_guardrail.md,36,- run final validation
docs/ai/templates/codex_task_launch_template.md,10,- Use the repo as source of truth.
docs/ai/templates/codex_task_launch_template.md,15,- Validate every required output.
docs/ai/templates/codex_task_launch_template.md,17,- Do not claim completion if required outputs are missing.
docs/ai/templates/codex_task_launch_template.md,19,## Required Guardrail Block
docs/ai/templates/codex_task_launch_template.md,25,You must assume:
docs/ai/templates/codex_task_launch_template.md,27,- files larger than approximately 3 KB must be written in small batches
docs/ai/templates/codex_task_launch_template.md,35,5. log created files and validation results
docs/ai/templates/codex_task_launch_template.md,42,- run final validation
docs/ai/templates/codex_task_launch_template.md,50,- identify required outputs
docs/ai/templates/codex_task_launch_template.md,54,- confirm all required outputs exist
docs/ai/templates/codex_ui_continuation_master_prompt.md,18,Treat completed artifacts as source of truth unless empty or corrupted.
docs/ai/templates/codex_ui_continuation_master_prompt.md,20,Required continuation behavior:
docs/ai/templates/codex_ui_continuation_master_prompt.md,21,1. identify completed required artifacts
docs/ai/templates/codex_ui_continuation_master_prompt.md,22,2. identify only missing required artifacts
docs/ai/templates/codex_ui_continuation_master_prompt.md,24,4. validate all required outputs
docs/ai/templates/codex_ui_continuation_master_prompt.md,25,5. return final handoff only after validation succeeds
docs/ai/templates/codex_ui_continuation_master_prompt.md,27,Required recovery behavior:
docs/ai/templates/codex_ui_continuation_master_prompt.md,33,Required output discipline:
docs/ai/templates/codex_ui_implementation_master_prompt.md,20,Use these as source of truth:
docs/ai/templates/codex_ui_implementation_master_prompt.md,44,Required execution order:
docs/ai/templates/codex_ui_implementation_master_prompt.md,51,7. validation
docs/ai/templates/codex_ui_implementation_master_prompt.md,53,Required output discipline:
docs/ai/templates/codex_ui_implementation_master_prompt.md,57,- validate all required outputs
docs/ai/templates/codex_ui_implementation_master_prompt.md,58,- do not claim completion if validation is incomplete
docs/architecture/availability_status_baseline_architecture.md,30,| Availability source file | New canonical availability source | New |
docs/architecture/availability_status_baseline_architecture.md,39,- top-level `defaults` block defines validation mode and source preference per entity type
docs/architecture/availability_status_baseline_architecture.md,44,`scripts/run_pipeline_tmdb_trakt.py`
docs/architecture/availability_status_baseline_architecture.md,61,"- Default validation mode is now `provider_structural`, not structural-only."
docs/architecture/availability_status_baseline_architecture.md,62,"- Optional cached network validation is implemented in `scripts/availability_status_lib.py`, but remains disabled by default so the pipeline and CI stay deterministic."
docs/architecture/availability_status_baseline_architecture.md,64,- The local runner now refreshes missing TMDB assets before runtime asset validation.
docs/architecture/availability_status_baseline_architecture.md,67,- `scripts/validate_runtime_assets.py`
docs/calendar_view.md,5,Full-width wall-calendar for release tracking. This page is distinct from dashboard browse layouts and must not inherit a left rail.
docs/calendar_view.md,20,- controls must not consume an entire separate row
docs/calendar_view.md,35,- same canonical icon strip grouping as their parent card models
docs/calendar_view.md,56,- sticky offsets must be computed so rows never overlap
docs/calendar_view.md,63,- Android TV: control buttons and day cards must remain focusable without hidden overflow traps
docs/calendar_view.md,65,## Must Never Appear
docs/config/config.md,2,VERSION: v1.0
docs/data/availability_status_data_contract.md,10,"""version"": ""1.1.0"","
docs/data/availability_status_data_contract.md,13,"""validation_mode"": ""structural"","
docs/data/availability_status_data_contract.md,36,## Required source fields
docs/data/availability_status_data_contract.md,37,| Field | Required | Notes |
docs/data/availability_status_data_contract.md,41,| `defaults` | Yes | Canonical per-entity source preference and validation mode |
docs/data/availability_status_data_contract.md,43,| `primary_watch_url` | No | Canonical primary URL |
docs/data/availability_status_data_contract.md,48,## Required target fields in `data.json`
docs/data/availability_status_data_contract.md,49,| Field | Required |
docs/data/availability_status_data_contract.md,57,## Matching rules Codex must verify against the real repo
docs/data/availability_status_data_contract.md,79,- `defaults.validation_mode` now supports:
docs/design/availability_status_solution_design.md,13,- canonical streaming base URLs from `web/config.json`
docs/design/availability_status_solution_design.md,15,Default URL validation mode is structural validation of the resolved primary watch URL. Manual record overrides can still force `status_override` and `url_test_result`.
docs/design/availability_status_solution_design.md,20,| `not_yet_released` | Release date is in the future | Must not be treated as unavailable |
docs/design/availability_status_solution_design.md,22,| `unavailable` | Released and primary watch source URL is missing or failed validation | Negative state |
docs/design/availability_status_solution_design.md,30,| Source of truth stored outside `data.json` | Yes |
docs/design/availability_status_solution_design.md,43,| Field | Required | Purpose |
docs/design/availability_status_solution_design.md,56,5. Released + URL required + structural/manual URL test pass => `available`
docs/design/availability_status_solution_design.md,57,6. Released + URL required + structural/manual URL test fail or missing URL => `unavailable`
docs/design/availability_status_solution_design.md,68,- The validation model is now provider-aware against the live `web/config.json` streaming bases.
docs/design/availability_status_solution_design.md,69,"- Network verification support exists, with timeout/retry/cache controls, but remains disabled in the default repo workflow because third-party stream hosts are not stable enough for CI-grade required checks."
docs/episode_card.md,19,- Icon strip must be single row: `🍿 ⌚ 🎫 💕 76`
docs/focus_navigation_tv.md,9,- every actionable control must be reachable without a pointer
docs/focus_navigation_tv.md,11,- hidden or offscreen controls must not receive focus
docs/focus_navigation_tv.md,12,"- focus order must follow spatial layout, not DOM accidents"
docs/focus_navigation_tv.md,21,"- hidden panels, inactive forms, and background layers must never respond to arrow navigation while another layer is active"
docs/focus_navigation_tv.md,33,- background document must not scroll while any popup is open
docs/focus_navigation_tv.md,48,- action-strip navigation must not wrap into a second row
docs/focus_navigation_tv.md,50,- sidebar filters must remain navigable with D-pad without focus dropping to the document body
docs/focus_navigation_tv.md,56,- sticky headers must not cover the focused control when it scrolls into view
docs/focus_navigation_tv.md,59,## Must Never Happen
docs/impact/availability_status_system_impact_matrix.md,4,| Area | Impact | Required change | Notes |
docs/impact/availability_status_system_impact_matrix.md,9,| Existing build scripts | Low | Chain availability validation/enrichment after TMDB/OMDB/Trakt | Keep baseline intact |
docs/impact/availability_status_system_impact_matrix.md,11,| Validation | Medium | New validator/tests | Prevent bad merges |
docs/impact/availability_status_system_impact_matrix.md,18,## Existing repo risks Codex must assess against live repo
docs/impact/availability_status_system_impact_matrix.md,21,| Actual `data.json` location may differ | Paths must match current repo |
docs/impact/availability_status_system_impact_matrix.md,22,| Actual entity key fields may differ | Matching must use real repo fields |
docs/impact/availability_status_system_impact_matrix.md,28,- Workflow impact: local pipeline now refreshes referenced TMDB assets before runtime asset validation.
docs/impact/availability_status_system_impact_matrix.md,29,- QA impact: browser-level badge-placement validation and runtime asset/integrity validators are now part of the production-readiness pass.
docs/impact/availability_status_system_impact_matrix.md,30,- Behavior impact: provider-aware validation reclassified some previously `available` episode items to `unavailable` when canonical watch URLs failed the stronger provider-pattern check.
docs/implementation/availability_status_end_to_end_delivery_plan.md,4,"Implement the feature across data, workflows, validation, and UI without breaking existing repo behavior."
docs/implementation/availability_status_end_to_end_delivery_plan.md,6,## Required grouped delivery phases
docs/implementation/availability_status_end_to_end_delivery_plan.md,7,| Phase | Required outcome |
docs/implementation/availability_status_end_to_end_delivery_plan.md,15,"| 7. Final reporting | Output exact changed files, validations, and remaining risks |"
docs/implementation/availability_status_end_to_end_delivery_plan.md,23,- Manual chained runner: `scripts/run_pipeline_tmdb_trakt.py`
docs/implementation/availability_status_end_to_end_delivery_plan.md,24,- CI validation hook: `.github/workflows/validate.yml`
docs/implementation/availability_status_end_to_end_delivery_plan.md,28,| Rule | Required |
docs/implementation/availability_status_end_to_end_delivery_plan.md,40,- Provider-aware validation is now the default model.
docs/implementation/availability_status_end_to_end_delivery_plan.md,42,- Runtime asset-contract validation is now handled by `scripts/validate_runtime_assets.py`.
docs/implementation/availability_status_end_to_end_delivery_plan.md,43,- Runtime JSON/integrity validation is now handled by `scripts/validate_runtime_catalog_integrity.py`.
docs/implementation/availability_status_end_to_end_delivery_plan.md,45,- Local runner integration now includes `scripts/fetch_tmdb_assets.py` before final asset validation.
docs/implementation/availability_status_end_to_end_delivery_plan.md,48,- `scripts/self_heal_asset_metadata.py` now performs deterministic asset-metadata repair before final validation.
docs/implementation/availability_status_end_to_end_delivery_plan.md,50,- missing `*_path` from existing local asset filenames when safe
docs/implementation/availability_status_end_to_end_delivery_plan.md,51,- missing `*_local` from existing remote metadata using canonical config folders
docs/implementation/availability_status_end_to_end_delivery_plan.md,52,- The local runner now executes secret-drift validation and asset self-heal before availability validation/enrichment.
docs/movie_popup.md,5,"Canonical detailed popup for a movie, using the same structural language as the show popup but with a denser movie-focused facts grid and no season rail."
docs/movie_popup.md,16,## Required Fields
docs/movie_popup.md,56,"- IDs and links: `tmdb_id`, `imdb_id`, `trakt_id`, `homepage`, `links`"
docs/movie_popup.md,85,## Must Never Appear
docs/movie_popup.md,102,- responsive behavior must remain stable at Android-TV-like widths
docs/show_popup.md,6,- Where-to-watch must not sit as a separate section between the season band and the episode rail.
docs/show_popup.md,8,- Season selector remains horizontal and must support left/right jump buttons.
docs/show_popup.md,10,- Selected season detail must include:
docs/spec/README.md,16,| `Section 7 - *` | assets |
docs/spec/README.md,19,| `Section 10 - *` | versioning |
docs/spec/README.md,22,| `Section 13 - *` | invariants |
docs/spec/Section 0 - Index.md,5,[VERSION] v4.5.0
docs/spec/Section 0 - Index.md,13,My TV Hub project. All sections listed here are canonical and version‑tracked.
docs/spec/Section 0 - Index.md,18,"Defines global invariants, constraints, and system‑wide behavioral rules."
docs/spec/Section 0 - Index.md,24,Defines the canonical data structures used across all views and pipelines.
docs/spec/Section 0 - Index.md,36,### 4.8 — Watchlist — Watched Filters (future phase)
docs/spec/Section 0 - Index.md,37,### 4.9 — Watchlist (Standalone Page)
docs/spec/Section 0 - Index.md,47,## 7.0 — Assets
docs/spec/Section 0 - Index.md,48,"Defines the canonical asset hierarchy, naming rules, and required asset sets."
docs/spec/Section 0 - Index.md,56,## 10.0 — Versioning
docs/spec/Section 0 - Index.md,57,Defines versioning rules for all SPEC sections and system components.
docs/spec/Section 0 - Index.md,65,## 13.0 — Invariants
docs/spec/Section 0 - Index.md,66,Defines system invariants that must never be violated across any phase.
docs/spec/Section 1 - Global Rules.md,4,**Version:** V0.00
docs/spec/Section 1 - Global Rules.md,14,"No feature that has ever existed, been specified, or been required may be removed, omitted, simplified, or replaced."
docs/spec/Section 1 - Global Rules.md,20,"All files must be complete, valid, and fully populated."
docs/spec/Section 1 - Global Rules.md,24,Atomic writes and validation gates are mandatory.
docs/spec/Section 1 - Global Rules.md,26,"Files must not contain logic, data, or responsibilities belonging to other files."
docs/spec/Section 1 - Global Rules.md,30,All requirements must be implemented exactly as specified.
docs/spec/Section 1 - Global Rules.md,32,"All required fields in the data model must always be present, even if empty or null."
docs/spec/Section 1 - Global Rules.md,34,"All required UI elements must always be rendered, even if data is missing."
docs/spec/Section 1 - Global Rules.md,36,"All popups (Show, Season, Episode, Movie, Collection, Person) must always exist and be fully functional."
docs/spec/Section 1 - Global Rules.md,38,All filters must always exist and be fully functional.
docs/spec/Section 1 - Global Rules.md,40,All icon strips must always be present and consistent across all views and popups.
docs/spec/Section 1 - Global Rules.md,42,"Poster, backdrop, logo, and icon sizing rules must always be applied."
docs/spec/Section 1 - Global Rules.md,44,All metadata fields must always be populated and displayed.
docs/spec/Section 1 - Global Rules.md,46,"All workflows must enforce validation, fail‑fast behavior, and non‑destructive writes."
docs/spec/Section 1 - Global Rules.md,47,### **1.2.16 No Missing Script Validation**
docs/spec/Section 1 - Global Rules.md,48,"All scripts must validate schema, enforce invariants, and prevent invalid output."
docs/spec/Section 1 - Global Rules.md,50,"All posters, backdrops, and logos must have valid local paths."
docs/spec/Section 1 - Global Rules.md,52,All streaming links must follow normalization rules and appear in all required locations.
docs/spec/Section 1 - Global Rules.md,60,All data must be precomputed.
docs/spec/Section 1 - Global Rules.md,63,The schema of `data.json` is fixed and must never change at runtime.
docs/spec/Section 1 - Global Rules.md,65,Views must not break when data is missing.
docs/spec/Section 1 - Global Rules.md,68,All errors must be surfaced in the UI or logs.
docs/spec/Section 1 - Global Rules.md,71,The popup chain is permanent and must never change:
docs/spec/Section 1 - Global Rules.md,76,All popups must exist and be fully functional.
docs/spec/Section 1 - Global Rules.md,78,Navigation between popups must always work in both directions.
docs/spec/Section 1 - Global Rules.md,80,Scroll must be trapped inside the popup.
docs/spec/Section 1 - Global Rules.md,81,Background scrolling is forbidden.
docs/spec/Section 1 - Global Rules.md,83,DPAD focus must remain inside the popup until closed.
docs/spec/Section 1 - Global Rules.md,85,All popups must include the unified icon strip.
docs/spec/Section 1 - Global Rules.md,87,All popups must include network/service logos when applicable.
docs/spec/Section 1 - Global Rules.md,92,The entire system must be fully navigable with a TV remote.
docs/spec/Section 1 - Global Rules.md,94,Focus must move predictably and consistently.
docs/spec/Section 1 - Global Rules.md,96,The global header must remain visible at all times.
docs/spec/Section 1 - Global Rules.md,98,"Spacing, contrast, and layout must follow neurodivergent‑friendly principles:"
docs/spec/Section 1 - Global Rules.md,105,All interactions must be visible and discoverable.
docs/spec/Section 1 - Global Rules.md,110,All required fields must always exist.
docs/spec/Section 1 - Global Rules.md,112,"All posters, backdrops, and logos must be stored locally."
docs/spec/Section 1 - Global Rules.md,114,All streaming links must follow strict normalization rules.
docs/spec/Section 1 - Global Rules.md,116,Movies must include collection metadata when applicable.
docs/spec/Section 1 - Global Rules.md,118,TBA episodes must always be included.
docs/spec/Section 1 - Global Rules.md,120,Empty arrays are forbidden unless explicitly allowed.
docs/spec/Section 1 - Global Rules.md,122,"`built_at`, counts, and version metadata must always be present."
docs/spec/Section 1 - Global Rules.md,127,The workflow must fail if:
docs/spec/Section 1 - Global Rules.md,135,Workflows must never pass with invalid data.
docs/spec/Section 1 - Global Rules.md,136,### **1.7.3 Canonical File Naming**
docs/spec/Section 1 - Global Rules.md,137,Canonical production files must follow these names:
docs/spec/Section 1 - Global Rules.md,141,- `watchlist.txt` (local watch-state legacy helper only)
docs/spec/Section 1 - Global Rules.md,143,Workflows must write data atomically.
docs/spec/Section 1 - Global Rules.md,148,Scripts must never overwrite valid data with empty or partial data.
docs/spec/Section 1 - Global Rules.md,149,### **1.8.2 Schema Validation**
docs/spec/Section 1 - Global Rules.md,150,Scripts must validate schema before writing.
docs/spec/Section 1 - Global Rules.md,152,Scripts must download and store all images locally.
docs/spec/Section 1 - Global Rules.md,154,Scripts must normalize all streaming links.
docs/spec/Section 1 - Global Rules.md,156,Scripts must extract collection metadata.
docs/spec/Section 1 - Global Rules.md,158,Scripts must include TBA episodes.
docs/spec/Section 1 - Global Rules.md,160,# **1.9 Versioning & Metadata Rules**
docs/spec/Section 1 - Global Rules.md,163,Every file must include:
docs/spec/Section 1 - Global Rules.md,165,[VERSION]
docs/spec/Section 1 - Global Rules.md,169,### **1.9.2 Monotonic Versioning**
docs/spec/Section 1 - Global Rules.md,170,Version numbers must always increase.
docs/spec/Section 1 - Global Rules.md,171,### **1.9.3 No Reuse of Version Triples**
docs/spec/Section 1 - Global Rules.md,172,Each version triple must be unique.
docs/spec/Section 1 - Global Rules.md,174,All files must be tracked in the inventory.
docs/spec/Section 1 - Global Rules.md,178,Files must never be corrupted or partially written.
docs/spec/Section 1 - Global Rules.md,180,All required files must always exist.
docs/spec/Section 1 - Global Rules.md,182,Duplicate files are forbidden unless versioned.
docs/spec/Section 1 - Global Rules.md,184,All files must belong to a defined section.
docs/spec/Section 1 - Global Rules.md,199,These features must be included in:
